order_id,customer_id,product_id,order_date,amount,status
136,248.0,45.0,2026-06-22 09:30:30,452.08,refunded
2120,,26.0,2026-07-08 09:30:30,775.88,refunded
2257,480.0,43.0,2026-05-12 09:30:30,468.25,pending
1049,96.0,77.0,2026-04-29 09:30:30,609.63,cancelled
1283,220.0,25.0,2026-06-04 09:30:30,,refunded
350,288.0,,2026-05-04 09:30:30,278.42,pending
1154,416.0,58.0,2026-05-04 09:30:30,965.3,completed
2006,251.0,36.0,2026-04-29 09:30:30,483.15,refunded
2989,114.0,58.0,2026-05-05 09:30:30,236.93,refunded
680,153.0,38.0,2026-07-03 09:30:30,825.61,cancelled
4627,263.0,83.0,2026-06-22 09:30:30,917.14,completed
1053,228.0,65.0,2026-06-16 09:30:30,914.22,
2541,341.0,35.0,2026-06-13 09:30:30,595.17,refunded
1868,94.0,99.0,2026-05-31 09:30:30,994.82,cancelled
3034,268.0,35.0,2026-05-20 09:30:30,15.23,pending
123,,85.0,2026-05-20 09:30:30,696.74,
425,208.0,59.0,2026-07-01 09:30:30,,pending
1002,104.0,97.0,2024-07-11 09:30:30,,completed
432,154.0,21.0,2026-05-22 09:30:30,929.59,pending
2847,,53.0,2026-04-24 09:30:30,949.89,pending
3419,71.0,21.0,2026-06-08 09:30:30,311.07,refunded
4916,159.0,1.0,2026-05-27 09:30:30,970.13,pending
3461,196.0,73.0,2026-06-02 09:30:30,931.01,completed
652,157.0,92.0,2026-04-25 09:30:30,807.03,refunded
4686,450.0,95.0,2026-04-23 09:30:30,607.47,cancelled
2146,240.0,96.0,2026-06-21 09:30:30,960.7,pending
114,,40.0,2026-07-02 09:30:30,69.04,cancelled
4095,193.0,79.0,2026-05-12 09:30:30,884.47,pending
1509,1.0,8.0,2026-04-19 09:30:30,972.36,cancelled
938,21.0,94.0,2026-04-24 09:30:30,273.16,cancelled
2272,61.0,31.0,2026-06-03 09:30:30,505.37,refunded
4515,41.0,57.0,2026-04-21 09:30:30,896.45,cancelled
2384,128.0,22.0,2026-07-09 09:30:30,331.77,refunded
1970,131.0,16.0,2026-06-21 09:30:30,,completed
2244,316.0,61.0,2026-07-01 09:30:30,149.92,pending
287,348.0,57.0,2026-06-23 09:30:30,850.18,pending
1619,292.0,13.0,2026-04-18 09:30:30,191.61,completed
610,39.0,71.0,2026-05-24 09:30:30,169.3,cancelled
1870,335.0,32.0,2026-06-24 09:30:30,804.12,refunded
4089,494.0,9.0,2026-05-02 09:30:30,809.67,completed
4188,316.0,97.0,2026-05-27 09:30:30,686.91,cancelled
3934,100.0,78.0,2026-07-02 09:30:30,954.07,cancelled
2009,31.0,28.0,2026-07-02 09:30:30,97205.0,pending
1922,308.0,100.0,2026-06-01 09:30:30,,completed
1937,179.0,27.0,2026-04-26 09:30:30,383.78,completed
4255,251.0,,2026-05-25 09:30:30,654.74,completed
2471,106.0,40.0,2026-06-17 09:30:30,775.26,completed
3201,29.0,15.0,2026-05-23 09:30:30,71.98,pending
4294,276.0,4.0,2026-06-25 09:30:30,,pending
2802,55.0,29.0,2026-05-20 09:30:30,690.92,pending
4615,209.0,36.0,2026-05-15 09:30:30,687.54,refunded
71,488.0,54.0,2026-05-24 09:30:30,285.47,completed
396,486.0,76.0,2026-06-06 09:30:30,70.35,refunded
1505,334.0,17.0,2026-06-10 09:30:30,765.35,refunded
753,,12.0,2026-05-19 09:30:30,547.65,pending
3964,462.0,50.0,2026-05-09 09:30:30,314.23,cancelled
1901,41.0,81.0,2026-06-22 09:30:30,685.55,pending
1438,10.0,46.0,2026-05-01 09:30:30,56.58,cancelled
3853,500.0,10.0,2026-04-17 09:30:30,917.17,completed
2264,207.0,33.0,2024-07-11 09:30:30,628.26,pending
4614,215.0,42.0,2026-06-25 09:30:30,17.33,cancelled
2708,98.0,30.0,2026-05-03 09:30:30,999.11,pending
3473,405.0,40.0,2026-06-21 09:30:30,24.21,refunded
1958,79.0,4.0,2026-04-22 09:30:30,772.33,completed
3672,417.0,,2026-05-19 09:30:30,685.81,refunded
651,308.0,2.0,2026-06-25 09:30:30,650.9,cancelled
4091,151.0,17.0,2026-06-13 09:30:30,761.98,cancelled
3143,124.0,76.0,2026-04-25 09:30:30,975.83,pending
3985,112.0,,2026-06-17 09:30:30,133.56,
2067,149.0,73.0,2026-04-26 09:30:30,106.43,
4131,391.0,31.0,2026-05-26 09:30:30,211.42,refunded
249,187.0,87.0,2026-05-16 09:30:30,,
4071,15.0,,2026-05-03 09:30:30,952.6,
423,269.0,20.0,2026-06-28 09:30:30,918.87,
2177,295.0,64.0,2026-05-08 09:30:30,983.42,
4791,14.0,53.0,2026-06-10 09:30:30,672.07,refunded
187,16.0,8.0,2026-05-14 09:30:30,646.91,refunded
3311,246.0,60.0,2026-06-18 09:30:30,900.85,cancelled
2789,191.0,93.0,2026-05-25 09:30:30,662.02,pending
2259,35.0,1.0,2026-06-19 09:30:30,158.85,pending
219,167.0,22.0,2026-05-21 09:30:30,30.65,refunded
1731,108.0,28.0,2026-06-04 09:30:30,898.25,completed
4531,320.0,,2026-05-22 09:30:30,51.24,refunded
3673,312.0,6.0,2026-06-03 09:30:30,384.34,pending
4035,441.0,50.0,2026-06-30 09:30:30,654.15,pending
550,24.0,52.0,2026-06-13 09:30:30,806.29,refunded
892,450.0,73.0,2026-04-22 09:30:30,751.42,
218,,,2026-04-29 09:30:30,410.38,completed
2497,463.0,33.0,2026-05-12 09:30:30,474.79,cancelled
715,61.0,64.0,2026-05-09 09:30:30,452.6,completed
1666,389.0,39.0,2024-07-11 09:30:30,855.5,pending
690,55.0,64.0,2026-06-05 09:30:30,122.87,pending
4495,277.0,4.0,2026-06-19 09:30:30,90.62,refunded
4270,289.0,5.0,2026-05-03 09:30:30,230.07,cancelled
1075,419.0,92.0,2026-05-07 09:30:30,111.9,cancelled
3157,81.0,28.0,2026-06-20 09:30:30,,
280,474.0,67.0,2026-04-14 09:30:30,502.55,completed
1176,338.0,27.0,2026-05-13 09:30:30,772.63,completed
227,290.0,,2026-04-15 09:30:30,924.91,cancelled
3865,393.0,65.0,2026-04-24 09:30:30,686.29,completed
4964,473.0,51.0,2026-06-01 09:30:30,73.39,refunded
2249,264.0,,2026-05-13 09:30:30,711.78,
1700,352.0,85.0,2026-05-25 09:30:30,457.4,refunded
1070,330.0,,2026-05-14 09:30:30,,
3908,198.0,87.0,2026-05-08 09:30:30,613.32,pending
2805,108.0,,2026-05-21 09:30:30,309.83,
3936,298.0,69.0,2026-06-15 09:30:30,404.68,completed
4850,186.0,52.0,2026-06-24 09:30:30,762.82,
3460,,90.0,2026-04-13 09:30:30,975.5,refunded
4566,334.0,19.0,2026-05-04 09:30:30,868.79,pending
1119,205.0,61.0,2026-07-05 09:30:30,175.92,refunded
2731,457.0,94.0,2026-05-13 09:30:30,606.57,completed
2256,105.0,79.0,2026-06-04 09:30:30,528.02,cancelled
4438,359.0,69.0,2026-05-08 09:30:30,756.36,cancelled
4261,493.0,73.0,2026-06-18 09:30:30,749.41,completed
1754,303.0,46.0,2026-04-25 09:30:30,556.55,pending
606,497.0,22.0,2026-05-16 09:30:30,735.26,refunded
2269,47.0,79.0,2026-06-12 09:30:30,989.2,pending
4419,446.0,99.0,2026-05-02 09:30:30,182.11,cancelled
4587,208.0,25.0,2026-07-06 09:30:30,252.66,cancelled
3405,213.0,49.0,2026-04-15 09:30:30,129.08,cancelled
445,351.0,49.0,2026-04-29 09:30:30,525.89,
18,81.0,57.0,2026-06-10 09:30:30,375.83,
973,,40.0,2026-05-29 09:30:30,696.86,refunded
1665,407.0,62.0,2026-06-22 09:30:30,821.41,refunded
4176,444.0,100.0,2026-05-21 09:30:30,411.1,cancelled
1042,171.0,44.0,2026-07-11 09:30:30,122.7,completed
2081,6.0,75.0,2026-06-26 09:30:30,568.57,
2393,491.0,34.0,2026-07-02 09:30:30,785.21,completed
1496,51.0,70.0,2026-06-30 09:30:30,123.5,cancelled
1738,324.0,84.0,2026-04-19 09:30:30,388.28,
804,40.0,66.0,2026-05-16 09:30:30,173.95,pending
2403,190.0,,2026-07-08 09:30:30,228.81,cancelled
2972,177.0,9.0,2026-06-21 09:30:30,,completed
4657,121.0,18.0,2026-05-19 09:30:30,,pending
3066,320.0,26.0,2026-06-29 09:30:30,386.12,cancelled
3022,437.0,13.0,2026-05-05 09:30:30,606.88,completed
330,366.0,43.0,2026-07-06 09:30:30,48.52,refunded
740,430.0,8.0,2026-04-15 09:30:30,258.06,pending
3041,365.0,6.0,2026-04-17 09:30:30,256.29,pending
3891,367.0,56.0,2024-07-11 09:30:30,614.41,pending
3023,394.0,,2026-06-29 09:30:30,974.89,completed
2586,243.0,18.0,2026-05-20 09:30:30,387.48,pending
100,358.0,17.0,2026-07-05 09:30:30,557.83,completed
2532,153.0,16.0,2026-06-12 09:30:30,663.82,refunded
3708,417.0,37.0,2026-05-23 09:30:30,131.31,cancelled
3413,55.0,12.0,2026-05-03 09:30:30,845.81,completed
3377,415.0,33.0,2026-06-28 09:30:30,,refunded
3812,498.0,11.0,2026-05-01 09:30:30,940.52,pending
999,241.0,92.0,2026-05-08 09:30:30,,pending
1393,,83.0,2026-06-14 09:30:30,864.65,cancelled
2856,166.0,31.0,2026-06-01 09:30:30,927.55,
1163,428.0,95.0,2026-05-18 09:30:30,343.97,cancelled
3752,332.0,15.0,2026-06-10 09:30:30,76.0,completed
2942,482.0,66.0,2026-05-11 09:30:30,279.47,refunded
4373,203.0,94.0,2026-06-14 09:30:30,462.47,completed
1847,11.0,40.0,2026-06-18 09:30:30,651.09,pending
4125,418.0,76.0,2026-07-09 09:30:30,922.15,
505,,28.0,2026-06-14 09:30:30,968.45,cancelled
1092,280.0,28.0,2026-05-21 09:30:30,387.75,refunded
2746,92.0,42.0,2026-04-20 09:30:30,330.65,completed
3557,402.0,60.0,2026-06-24 09:30:30,,cancelled
101,241.0,62.0,2026-07-10 09:30:30,578.32,cancelled
138,211.0,6.0,2026-06-12 09:30:30,857.45,refunded
3848,145.0,92.0,2026-05-22 09:30:30,760.67,pending
2925,365.0,72.0,2026-06-29 09:30:30,,completed
2795,471.0,81.0,2026-07-06 09:30:30,350.02,cancelled
84,268.0,84.0,2026-05-17 09:30:30,184.38,refunded
467,482.0,94.0,2026-07-01 09:30:30,124.91,
2445,379.0,26.0,2026-05-31 09:30:30,562.49,refunded
2832,96.0,86.0,2026-06-21 09:30:30,95.51,
24,217.0,36.0,2026-07-05 09:30:30,101.38,completed
4302,203.0,58.0,2026-04-27 09:30:30,141.11,pending
949,456.0,39.0,2026-05-06 09:30:30,143.73,cancelled
2859,352.0,88.0,2026-04-14 09:30:30,302.07,cancelled
2613,487.0,,2026-06-14 09:30:30,107.66,
3622,125.0,48.0,2026-05-28 09:30:30,762.37,cancelled
3533,164.0,84.0,2026-05-02 09:30:30,296.47,completed
736,181.0,72.0,2026-04-12 09:30:30,124.25,refunded
2955,17.0,18.0,2026-07-11 09:30:30,476.5,
650,400.0,,2026-05-07 09:30:30,29.85,refunded
3077,111.0,53.0,2026-05-10 09:30:30,818.89,completed
2020,333.0,49.0,2026-05-25 09:30:30,106.83,pending
4880,157.0,90.0,2026-05-25 09:30:30,596.43,cancelled
686,214.0,57.0,2026-07-05 09:30:30,692.85,completed
371,245.0,20.0,2026-06-13 09:30:30,957.79,cancelled
1029,185.0,,2026-05-14 09:30:30,751.84,cancelled
2185,94.0,93.0,2026-04-13 09:30:30,143.26,completed
4956,,85.0,2026-04-29 09:30:30,119.14,
2983,375.0,6.0,2026-05-17 09:30:30,772.01,cancelled
3488,287.0,17.0,2026-05-11 09:30:30,713.86,completed
1456,410.0,85.0,2026-04-22 09:30:30,980.25,cancelled
3823,335.0,12.0,2026-06-22 09:30:30,887.26,refunded
2138,44.0,8.0,2026-06-03 09:30:30,,refunded
1760,,56.0,2026-05-19 09:30:30,823.35,
828,,53.0,2026-04-15 09:30:30,403.48,refunded
845,287.0,10.0,2026-05-20 09:30:30,511.18,cancelled
748,67.0,21.0,2026-06-06 09:30:30,561.03,cancelled
3526,419.0,21.0,2026-07-08 09:30:30,,
4005,88.0,72.0,2026-04-28 09:30:30,377.01,refunded
4054,458.0,59.0,2026-05-30 09:30:30,542.26,refunded
1104,,86.0,2026-05-12 09:30:30,634.36,cancelled
841,301.0,26.0,2026-04-17 09:30:30,401.19,completed
1963,306.0,16.0,2026-06-27 09:30:30,464.54,pending
2268,243.0,27.0,2026-04-24 09:30:30,671.81,completed
1420,124.0,56.0,2026-04-19 09:30:30,153.7,pending
1740,294.0,62.0,2026-07-09 09:30:30,590.98,completed
1555,150.0,48.0,2026-06-02 09:30:30,607.3,pending
4009,277.0,25.0,2026-06-24 09:30:30,306.25,refunded
438,152.0,32.0,2026-07-01 09:30:30,774.45,completed
4092,204.0,2.0,2026-06-23 09:30:30,101.91,cancelled
2179,18.0,56.0,2026-06-29 09:30:30,135.13,pending
2716,425.0,71.0,2026-05-22 09:30:30,166.73,pending
4754,126.0,93.0,2026-04-28 09:30:30,,cancelled
1771,363.0,100.0,2026-04-21 09:30:30,974.75,refunded
3726,238.0,85.0,2026-06-02 09:30:30,194.45,completed
75,59.0,73.0,2026-06-25 09:30:30,47883.0,refunded
190,281.0,92.0,2026-04-23 09:30:30,636.75,refunded
4726,232.0,79.0,2026-06-29 09:30:30,47961.0,cancelled
3336,355.0,,2026-05-28 09:30:30,686.76,cancelled
4309,139.0,8.0,2026-06-01 09:30:30,875.81,pending
51,,74.0,2024-07-11 09:30:30,420.3,refunded
1101,189.0,15.0,2026-04-30 09:30:30,488.44,refunded
1589,171.0,26.0,2026-07-07 09:30:30,550.57,cancelled
1991,88.0,77.0,2026-06-26 09:30:30,132.85,refunded
4041,194.0,33.0,2026-06-19 09:30:30,526.03,completed
1534,,58.0,2026-06-06 09:30:30,919.21,completed
4324,364.0,62.0,2026-05-31 09:30:30,702.48,refunded
1017,23.0,99.0,2026-05-24 09:30:30,554.84,cancelled
4659,117.0,61.0,2026-06-22 09:30:30,885.06,completed
3319,80.0,74.0,2026-05-31 09:30:30,189.97,pending
2280,301.0,40.0,2026-05-05 09:30:30,202.94,completed
713,282.0,83.0,2026-07-05 09:30:30,511.86,refunded
3608,402.0,73.0,2026-05-16 09:30:30,902.11,completed
788,42.0,,2026-06-19 09:30:30,649.1,pending
3085,353.0,9.0,2026-04-15 09:30:30,437.5,
3799,304.0,43.0,2026-06-23 09:30:30,232.28,refunded
2824,115.0,44.0,2026-07-06 09:30:30,309.25,
2506,428.0,31.0,2026-06-23 09:30:30,638.28,refunded
2709,210.0,60.0,2024-07-11 09:30:30,693.96,cancelled
3259,138.0,4.0,2026-05-25 09:30:30,61.35,refunded
4223,69.0,30.0,2026-05-30 09:30:30,809.11,cancelled
2329,380.0,76.0,2026-05-28 09:30:30,493.43,pending
2170,125.0,43.0,2026-04-29 09:30:30,300.13,cancelled
3356,286.0,88.0,2026-06-05 09:30:30,32.48,pending
2285,332.0,97.0,2026-05-12 09:30:30,752.44,completed
878,238.0,81.0,2026-05-24 09:30:30,617.53,pending
2107,277.0,43.0,2026-06-12 09:30:30,60.96,pending
164,39.0,,2026-06-27 09:30:30,473.65,refunded
929,338.0,69.0,2026-05-31 09:30:30,723.79,
129,123.0,91.0,2026-04-22 09:30:30,612.78,
3126,33.0,52.0,2026-06-17 09:30:30,,pending
89,451.0,77.0,2026-06-08 09:30:30,,completed
290,40.0,74.0,2026-05-25 09:30:30,449.5,cancelled
542,,,2026-04-29 09:30:30,631.26,cancelled
109,,1.0,2026-06-19 09:30:30,556.47,refunded
2914,162.0,63.0,2026-06-03 09:30:30,379.89,completed
3275,307.0,62.0,2026-06-27 09:30:30,914.74,completed
1575,447.0,17.0,2026-04-22 09:30:30,797.66,refunded
3914,261.0,94.0,2026-04-16 09:30:30,545.16,cancelled
3420,378.0,30.0,2026-05-27 09:30:30,526.73,refunded
2632,23.0,73.0,2026-06-15 09:30:30,727.66,
2797,203.0,11.0,2026-06-15 09:30:30,826.44,completed
3584,294.0,28.0,2026-05-20 09:30:30,597.17,cancelled
4377,191.0,67.0,2026-04-14 09:30:30,96.26,completed
2694,26.0,92.0,2026-04-15 09:30:30,240.74,refunded
3714,374.0,,2026-06-26 09:30:30,88.61,completed
2765,22.0,50.0,2026-06-15 09:30:30,192.98,pending
183,,76.0,2026-05-27 09:30:30,792.08,completed
1601,291.0,5.0,2026-05-31 09:30:30,591.09,pending
749,364.0,20.0,2026-07-11 09:30:30,337.26,pending
3596,153.0,52.0,2026-04-22 09:30:30,,completed
1047,170.0,46.0,2026-06-15 09:30:30,581.62,pending
4354,129.0,78.0,2026-04-14 09:30:30,216.34,pending
2975,469.0,97.0,2026-04-18 09:30:30,321.64,pending
2981,349.0,85.0,2026-06-14 09:30:30,156.33,cancelled
2580,449.0,66.0,2026-06-12 09:30:30,574.16,pending
36,348.0,69.0,2026-04-20 09:30:30,514.31,completed
3335,352.0,60.0,2026-04-25 09:30:30,812.72,refunded
2194,73.0,13.0,2026-06-12 09:30:30,669.77,
1577,385.0,83.0,2026-06-20 09:30:30,513.53,cancelled
1327,434.0,53.0,2026-07-03 09:30:30,637.59,cancelled
4872,241.0,72.0,2026-04-19 09:30:30,,refunded
27,280.0,,2026-04-14 09:30:30,904.89,pending
764,,12.0,2026-05-14 09:30:30,719.7,completed
3687,,35.0,2026-04-19 09:30:30,559.26,completed
3788,26.0,89.0,2026-06-13 09:30:30,327.89,refunded
2617,429.0,52.0,2026-06-12 09:30:30,378.07,pending
502,356.0,48.0,2026-05-07 09:30:30,752.3,refunded
3802,89.0,15.0,2026-06-25 09:30:30,,
3751,461.0,50.0,2026-05-25 09:30:30,659.53,refunded
688,52.0,85.0,2026-06-03 09:30:30,426.66,cancelled
1019,27.0,54.0,2026-06-19 09:30:30,771.47,cancelled
511,341.0,84.0,2026-06-09 09:30:30,91.6,completed
4291,417.0,71.0,2026-05-21 09:30:30,585.09,cancelled
429,118.0,28.0,2026-05-05 09:30:30,919.96,
3228,94.0,14.0,2026-04-27 09:30:30,540.88,cancelled
74,11.0,80.0,2026-06-10 09:30:30,207.37,pending
4094,299.0,35.0,2026-04-17 09:30:30,733.12,refunded
1237,146.0,45.0,2026-05-23 09:30:30,379.1,cancelled
1490,388.0,7.0,2026-04-23 09:30:30,546.42,pending
1006,234.0,6.0,2026-05-06 09:30:30,118.22,refunded
3155,116.0,30.0,2026-06-28 09:30:30,543.84,refunded
3508,,30.0,2026-05-23 09:30:30,612.79,
2453,280.0,98.0,2026-06-10 09:30:30,334.56,cancelled
4663,322.0,57.0,2026-04-12 09:30:30,,refunded
1152,369.0,76.0,2026-07-07 09:30:30,201.16,
2410,444.0,63.0,2026-05-06 09:30:30,380.62,refunded
2054,348.0,82.0,2026-05-27 09:30:30,256.24,refunded
1234,43.0,,2026-06-06 09:30:30,203.76,completed
278,64.0,,2026-04-19 09:30:30,338.61,refunded
2000,371.0,48.0,2026-06-20 09:30:30,97.14,completed
4033,171.0,70.0,2026-04-12 09:30:30,17.04,refunded
3383,361.0,8.0,2026-06-28 09:30:30,97446.0,completed
4728,85.0,28.0,2026-06-04 09:30:30,36.63,cancelled
2696,241.0,,2026-04-25 09:30:30,709.21,completed
2677,410.0,64.0,2026-05-27 09:30:30,606.78,refunded
1278,,28.0,2026-05-27 09:30:30,981.49,pending
1581,456.0,49.0,2026-06-14 09:30:30,312.94,pending
4560,419.0,19.0,2026-06-14 09:30:30,197.76,refunded
770,45.0,37.0,2026-04-15 09:30:30,308.34,refunded
3931,2.0,71.0,2026-05-10 09:30:30,31.38,refunded
1634,,7.0,2026-05-23 09:30:30,693.44,completed
406,387.0,,2026-06-26 09:30:30,749.41,pending
1940,219.0,67.0,2026-05-27 09:30:30,829.9,completed
3663,65.0,95.0,2026-04-13 09:30:30,20.11,pending
215,,30.0,2026-06-25 09:30:30,386.41,cancelled
3762,478.0,86.0,2026-06-07 09:30:30,26.74,refunded
1526,253.0,22.0,2026-06-06 09:30:30,573.41,pending
4456,65.0,52.0,2026-04-26 09:30:30,93.79,
4540,7.0,31.0,2026-04-13 09:30:30,413.33,completed
4040,3.0,44.0,2026-04-19 09:30:30,384.43,cancelled
1843,138.0,27.0,2026-05-16 09:30:30,228.43,refunded
1576,,61.0,2026-06-15 09:30:30,730.03,completed
3451,99.0,90.0,2026-04-19 09:30:30,41.25,
3326,149.0,32.0,2026-06-21 09:30:30,810.16,cancelled
4258,284.0,30.0,2026-05-02 09:30:30,410.11,cancelled
4699,484.0,64.0,2026-06-26 09:30:30,361.52,refunded
4093,,,2026-06-18 09:30:30,222.53,pending
208,,7.0,2026-06-22 09:30:30,165.84,cancelled
548,469.0,93.0,2026-05-31 09:30:30,255.78,cancelled
1239,413.0,94.0,2026-05-16 09:30:30,295.75,refunded
3248,173.0,95.0,2026-06-03 09:30:30,,completed
2299,329.0,,2024-07-11 09:30:30,838.94,cancelled
4362,6.0,22.0,2026-04-30 09:30:30,763.25,cancelled
3330,462.0,,2026-05-30 09:30:30,254.02,refunded
4788,443.0,83.0,2026-06-21 09:30:30,644.54,pending
3573,368.0,58.0,2026-06-21 09:30:30,691.96,completed
2174,424.0,17.0,2026-06-12 09:30:30,573.65,pending
1417,499.0,,2026-06-03 09:30:30,622.31,refunded
4739,124.0,30.0,2026-06-03 09:30:30,474.13,cancelled
2624,251.0,9.0,2026-06-21 09:30:30,903.19,cancelled
186,485.0,79.0,2026-05-15 09:30:30,508.8,cancelled
2800,375.0,48.0,2026-05-10 09:30:30,,refunded
3650,,69.0,2026-06-27 09:30:30,,cancelled
3397,26.0,58.0,2026-07-03 09:30:30,797.15,refunded
2788,234.0,,2026-06-30 09:30:30,602.07,pending
2045,408.0,59.0,2026-04-24 09:30:30,131.73,cancelled
3001,173.0,16.0,2026-06-27 09:30:30,767.25,refunded
1425,434.0,92.0,2026-07-10 09:30:30,,refunded
939,492.0,67.0,2026-07-02 09:30:30,945.16,completed
3274,320.0,16.0,2026-06-17 09:30:30,313.55,completed
2102,37.0,44.0,2026-04-30 09:30:30,551.12,refunded
4982,112.0,62.0,2026-06-06 09:30:30,519.9,refunded
4159,202.0,58.0,2026-04-17 09:30:30,953.19,refunded
1326,433.0,56.0,2026-04-15 09:30:30,767.87,cancelled
4895,65.0,40.0,2026-07-01 09:30:30,459.83,cancelled
3706,446.0,36.0,2026-06-11 09:30:30,23.41,pending
1394,281.0,78.0,2026-07-04 09:30:30,746.36,completed
4225,,82.0,2026-06-22 09:30:30,382.62,refunded
353,368.0,61.0,2026-06-29 09:30:30,419.17,pending
871,369.0,,2026-04-22 09:30:30,521.84,cancelled
3013,384.0,1.0,2026-04-19 09:30:30,345.34,refunded
1625,346.0,96.0,2026-07-02 09:30:30,642.48,refunded
2898,336.0,95.0,2026-04-23 09:30:30,61.63,cancelled
4114,103.0,96.0,2026-07-03 09:30:30,997.89,pending
4482,14.0,57.0,2026-06-07 09:30:30,498.45,refunded
3011,189.0,26.0,2026-05-23 09:30:30,328.99,completed
4398,418.0,69.0,2026-04-16 09:30:30,995.24,refunded
4088,254.0,15.0,2026-05-20 09:30:30,794.42,pending
2434,110.0,40.0,2026-06-28 09:30:30,765.22,cancelled
199,181.0,14.0,2026-06-05 09:30:30,604.41,pending
2634,29.0,51.0,2026-06-16 09:30:30,,pending
2829,143.0,56.0,2026-05-19 09:30:30,478.92,refunded
2414,380.0,26.0,2026-05-05 09:30:30,899.15,completed
3795,309.0,76.0,2026-05-22 09:30:30,573.69,pending
989,219.0,40.0,2026-06-11 09:30:30,577.17,cancelled
4150,16.0,84.0,2026-05-28 09:30:30,98.68,cancelled
1730,296.0,18.0,2026-05-14 09:30:30,658.09,refunded
1598,66.0,40.0,2026-06-24 09:30:30,581.73,refunded
1206,123.0,70.0,2026-06-24 09:30:30,981.44,refunded
3991,168.0,85.0,2026-04-14 09:30:30,312.67,cancelled
4080,,26.0,2026-06-24 09:30:30,79.38,completed
4859,283.0,19.0,2026-06-24 09:30:30,237.07,pending
2599,281.0,50.0,2026-05-14 09:30:30,929.32,
2232,40.0,10.0,2026-06-07 09:30:30,863.36,
766,231.0,81.0,2026-06-08 09:30:30,413.56,refunded
2033,291.0,88.0,2026-07-06 09:30:30,820.74,pending
2997,83.0,55.0,2026-04-17 09:30:30,264.52,pending
4537,272.0,28.0,2026-05-28 09:30:30,632.96,
1911,147.0,52.0,2024-07-11 09:30:30,369.84,pending
2635,116.0,24.0,2026-06-04 09:30:30,510.54,
2827,407.0,90.0,2026-05-16 09:30:30,501.18,completed
2396,475.0,66.0,2026-05-26 09:30:30,405.44,refunded
69,70.0,60.0,2026-07-01 09:30:30,646.32,completed
3014,50.0,77.0,2026-07-01 09:30:30,142.74,completed
252,226.0,60.0,2026-04-16 09:30:30,947.66,refunded
2154,133.0,99.0,2026-07-03 09:30:30,446.04,cancelled
449,156.0,1.0,2026-05-14 09:30:30,115.9,cancelled
2774,196.0,94.0,2026-07-11 09:30:30,310.41,pending
1791,250.0,1.0,2026-05-20 09:30:30,132.6,cancelled
4036,96.0,46.0,2026-04-28 09:30:30,492.47,completed
890,446.0,70.0,2026-05-12 09:30:30,472.52,refunded
4607,358.0,10.0,2026-05-06 09:30:30,58.98,cancelled
2421,125.0,75.0,2026-07-04 09:30:30,215.65,refunded
3738,47.0,,2026-07-07 09:30:30,474.85,refunded
843,142.0,29.0,2026-05-28 09:30:30,963.65,pending
4498,322.0,,2026-04-15 09:30:30,949.03,refunded
288,331.0,47.0,2026-07-03 09:30:30,243.64,refunded
641,34.0,40.0,2026-05-07 09:30:30,793.58,refunded
3246,118.0,85.0,2026-04-25 09:30:30,694.88,refunded
1588,51.0,16.0,2026-06-06 09:30:30,927.34,cancelled
1387,93.0,54.0,2026-05-05 09:30:30,769.18,pending
727,25.0,,2026-07-11 09:30:30,535.06,refunded
3155,116.0,30.0,2026-06-28 09:30:30,543.84,refunded
4068,82.0,35.0,2026-06-29 09:30:30,569.38,pending
4619,267.0,54.0,2026-05-05 09:30:30,451.95,
3541,464.0,83.0,2026-06-30 09:30:30,,
1714,60.0,38.0,2026-06-12 09:30:30,,completed
4957,101.0,38.0,2026-06-18 09:30:30,155.87,refunded
1333,43.0,41.0,2026-07-04 09:30:30,860.99,cancelled
883,438.0,3.0,2026-05-20 09:30:30,175.64,pending
3214,,30.0,2026-06-17 09:30:30,,pending
175,487.0,,2026-06-14 09:30:30,448.95,completed
2459,31.0,66.0,2026-07-05 09:30:30,833.36,
1524,19.0,36.0,2026-05-09 09:30:30,967.62,pending
3769,489.0,67.0,2026-05-21 09:30:30,45.97,pending
4299,159.0,,2026-07-02 09:30:30,486.31,cancelled
2483,,84.0,2026-06-02 09:30:30,838.17,pending
1866,370.0,62.0,2026-06-23 09:30:30,396.69,completed
4235,133.0,99.0,2026-04-30 09:30:30,181.03,refunded
1147,,83.0,2026-07-04 09:30:30,635.95,cancelled
4826,472.0,70.0,2026-04-27 09:30:30,,completed
498,444.0,84.0,2026-07-04 09:30:30,992.56,pending
4769,131.0,43.0,2026-06-10 09:30:30,735.61,cancelled
2279,6.0,26.0,2026-06-19 09:30:30,933.86,
4804,236.0,18.0,2026-06-17 09:30:30,,cancelled
1513,259.0,41.0,2026-05-17 09:30:30,,cancelled
3021,168.0,24.0,2026-07-08 09:30:30,981.44,pending
2165,414.0,41.0,2026-06-28 09:30:30,612.95,cancelled
3436,288.0,44.0,2026-05-16 09:30:30,21.5,refunded
454,167.0,49.0,2026-04-29 09:30:30,784.15,refunded
3650,,69.0,2026-06-27 09:30:30,,cancelled
3044,55.0,,2026-04-13 09:30:30,23.62,refunded
2715,173.0,26.0,2026-05-12 09:30:30,158.4,refunded
4,473.0,10.0,2026-05-13 09:30:30,257.31,completed
355,388.0,37.0,2026-05-11 09:30:30,,cancelled
